    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            0            5          536
           1            3            5          563
           2            1            5          565
           3            1            5          572
           4            0            5          467
           5            0            5          563
           6            0            5          556
           7            0            5          559
           8            0            5          560
           9            0            5          541
          10            0            5          548
          11            0            5          545
          12            0            5          541
          13            0            5          525

TOT.MUESTRAS        MEDIA:
          14     0.357143            5      545.786
