    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            0            5          537
           1            0            5          544
           2            0            5          494
           3            0            5          488
           4            0            5          499
           5            0            5          453
           6            0            5          542
           7            0            5          545

TOT.MUESTRAS        MEDIA:
           8            0            5       512.75
