    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            0            5          545
           1            0            5          517
           2            0            5          436
           3            0            5          530
           4            0            5          512
           5            0            5          516
           6            0            5          493
           7            0            5          488
           8            0            5          496
           9            0            5          516
          10            0            5          525
          11            0            5          531

TOT.MUESTRAS        MEDIA:
          12            0            5       508.75
